gene,logfc_oldko_oldwt,pval_oldko_oldwt,logfc_youngko_youngwt,pval_youngko_youngwt,logfc_youngko_oldko,pval_youngko_oldko,logfc_youngwt_oldwt,pval_youngwt_oldwt,ENTREZID
Gdi2,-1.024244092,0.027000418,-0.211550023,0.753365273,0.273939277,0.638044596,-0.538754792,0.171062773,14569
Ggh,0.567828635,0.737895939,-0.938652056,0.766611821,-2.581875074,0.348054078,-1.075394382,0.574531211,14590
Glo1,-1.219193327,0.165951807,-0.469910019,0.749677919,-0.459937638,0.703085253,-1.209220946,0.163728549,109801
Gm10358,-1.955775107,0.009482352,-0.153454305,0.868174205,0.414295532,0.581644312,-1.388025271,0.038625725,100039229
Gm20390,-0.780362105,0.129548072,-0.149769674,0.858055354,-0.306001161,0.676295401,-0.936593593,0.067960094,
Gm20489,1.742403371,0.012085753,-0.301535731,0.753365273,-0.679116896,0.470659053,1.364822205,0.038625725,
Gm20547,0.413533928,0.297895682,0.095802806,0.873783619,-0.163314017,0.815320301,0.154417106,0.749677614,
Gm3839,-1.955775107,0.009482352,-0.153454305,0.868174205,0.414295532,0.581644312,-1.388025271,0.038625725,100042427
Gnb2,-0.24957435,0.691418223,0.325592938,0.766611821,0.381387231,0.680889214,-0.193780057,0.807819144,14693
Gnpda1,-0.105757054,0.938877092,-0.896796273,0.733939076,-0.341228339,0.866672848,0.44981088,0.753238094,26384
Got1,-0.435455694,0.555822096,-0.119788751,0.926665979,-0.227130725,0.850317859,-0.542797668,0.503821033,14718
Gp1ba,0.483616585,0.238418374,-0.136963324,0.846241099,-0.62352836,0.323901929,-0.002948451,0.997502492,14723
Gp1bb,-1.139879144,0.337666543,0.543213703,0.790827415,1.068764817,0.539258372,-0.614328029,0.638858042,14724
Gp5,-0.298825939,0.587125491,-0.500431728,0.700598262,-0.205872399,0.843205767,-0.004266611,0.997502492,14729
Gpi,0.204059061,0.691418223,0.611438857,0.636038213,-0.932483014,0.238371772,-1.339862809,0.038625725,14751
Gpld1,-0.46828563,0.243535521,-0.279494715,0.733939076,0.264072334,0.676295401,0.075281419,0.883603821,14756
Gpx1,-0.476843834,0.531955923,-0.55414829,0.733939076,-0.23453843,0.849113941,-0.157233973,0.870889014,14775
Gpx3,-0.220854379,0.577787422,-0.110081133,0.873783619,0.431927843,0.518685,0.321154597,0.457812826,14778
Gpx5,1.276522989,0.456975809,-0.483800763,0.870161547,-0.105836215,0.967382967,1.654487537,0.342516782,14780
Gsn,-0.125919775,0.802911232,-0.503678483,0.654905946,0.649811078,0.452135056,1.027569785,0.067960094,227753
Gsr,1.856813278,0.09233901,0.184230066,0.904925449,-0.399426681,0.816963788,1.273156532,0.196122578,14782
Gstm1,-0.762928519,0.555822096,-0.276652387,0.893510112,-0.20175045,0.929238792,-0.688026581,0.640435312,14862
H2-Q10,-0.508405304,0.278890075,-0.086445109,0.904925449,0.282526553,0.680889214,-0.139433643,0.808578776,15007
H2-Q4,1.163723291,0.031842266,-0.159098194,0.843524622,-0.629637166,0.383467267,0.69318432,0.141334366,15015
H2-Q7,-0.036641628,0.96785525,-0.264894456,0.859164444,0.533073854,0.680889214,0.761326682,0.378992466,15018
H6pd,0.723996867,0.129548072,0.376284503,0.700598262,-0.056407714,0.939253848,0.29130465,0.53066902,100198
Habp2,1.906682705,0.14636331,0.855580911,0.733939076,-0.231534434,0.922086131,0.81956736,0.523869197,226243
Hadha,1.816694253,0.191550402,0.164549694,0.940812114,-2.071887005,0.323901929,-0.419742446,0.801666384,97212
Hagh,-0.807820722,0.4056235,-0.253359802,0.873783619,-0.714636551,0.619677664,-1.26909747,0.193668901,14651
Hba,-1.554712854,0.118480844,-0.566195026,0.73959492,-0.002131617,0.99704776,-0.990649445,0.264056527,15121
Hbb-b1,-1.606266314,0.577787422,1.825574232,0.74013472,-1.611326268,0.710448495,-5.043166815,0.112846855,15129
Hbb-b2,-1.652221072,0.322193763,-0.448192125,0.873783619,-1.653254148,0.52030076,-2.857283095,0.101870887,15130
Hbb-bs,-1.729390439,0.23100269,-0.698815058,0.767769791,0.130897458,0.946347929,-0.899677923,0.54874194,100503605
Hbb-y,0.103224268,0.96785525,-0.03580789,0.997159878,-0.312600911,0.936684623,-0.173568753,0.966638845,15135
Hck,-0.410411382,0.698589964,0.701544539,0.74013472,0.667954045,0.680889214,-0.444001876,0.736069858,15162
Hgfac,-0.097510164,0.847742951,-0.650894321,0.636038213,0.12874035,0.886550199,0.682124507,0.193668901,54426
Hint1,-1.148304254,0.165951807,-0.438505834,0.749677919,-0.254589393,0.845649522,-0.964387812,0.223583198,15254
Hist4h4,-2.106725555,0.075281402,0.99881468,0.654905946,1.627180162,0.300942377,-1.478360073,0.162298197,320332
Hk1,-0.385036895,0.57424238,0.487486745,0.735333528,0.066100499,0.946347929,-0.806423141,0.264056527,15275
Hp,2.767381515,0.360222507,3.252698134,0.636038213,-2.077200444,0.645987761,-2.562517063,0.39275213,15439
Hpcal1,0.132768858,0.872144988,1.035187539,0.636038213,-0.137517104,0.922086131,-1.039935786,0.208149886,53602
Hpd,3.635668826,0.012085753,0.009853343,0.997159878,-2.551585716,0.143995877,1.074229767,0.30957645,15445
Hpx,0.93864298,0.112716764,0.56182915,0.636038213,-0.553933222,0.513152805,-0.177119391,0.780942776,15458
Hrg,0.258263004,0.504788574,-0.007579221,0.997159878,-0.483164862,0.452135056,-0.217322637,0.606250759,94175
Hsp90aa1,-0.739050508,0.165951807,0.242627108,0.785439617,0.53219194,0.513152805,-0.449485677,0.378238273,15519
Hsp90ab1,-0.211877098,0.726918435,0.072045489,0.942707354,0.219639696,0.843205767,-0.064282891,0.940993922,15516
Hsp90b1,-0.475065297,0.496031115,0.641294935,0.691800382,0.253138235,0.834297072,-0.863221997,0.218746764,22027
Hspa1a,-0.663338127,0.161556534,0.010611343,0.997159878,0.26731619,0.680889214,-0.40663328,0.363049551,193740
Hspa1b,-0.663338127,0.161556534,0.010611343,0.997159878,0.26731619,0.680889214,-0.40663328,0.363049551,15511
Hspa4,-0.072013899,0.883696198,-0.325188374,0.73959492,-0.270027224,0.70938909,-0.016852749,0.994323375,15525
Hspa5,-0.16237877,0.726918435,0.327437872,0.735333528,0.423624051,0.544190049,-0.066192591,0.921130808,14828
Hspa8,-1.225606075,0.016004715,-0.099734752,0.873783619,0.347523022,0.564338256,-0.778348302,0.082497068,15481
Hspd1,-1.546262385,0.316956325,0.506797608,0.847285189,1.200486525,0.584680029,-0.852573468,0.612400992,15510
Hspe1,-1.427864261,0.165951807,0.357967682,0.843524622,0.949047521,0.533376495,-0.836784421,0.39275213,15528
Ica,0.273515403,0.436179123,-0.018664979,0.984700495,-0.318516015,0.539258372,-0.026335634,0.966638845,71775
Icoslg,1.336380848,0.034741194,-0.564794026,0.637324166,-0.76525881,0.348054078,1.135916064,0.058989992,50723
Idh1,0.750662528,0.469801134,-0.910605808,0.694654669,-0.960253647,0.539258372,0.701014689,0.517359789,15926
Idh2,-1.320537765,0.378878231,-0.383647934,0.873783619,0.400266298,0.876729007,-0.536623532,0.765872055,269951
Ifi47,0.007098196,0.989398691,0.782401639,0.654905946,0.211497583,0.866672848,-0.56380586,0.470115115,15953
Igfals,-0.796838152,0.191550402,-0.286286935,0.781544519,0.426784581,0.638044596,-0.083766636,0.920623455,16005
Igfbp3,0.156651568,0.760828494,-0.635092645,0.636038213,0.352317317,0.679313584,1.14406153,0.062090567,16009
Igh-3,0.734227047,0.496031115,1.558807248,0.625852236,-1.347342972,0.452135056,-2.171923173,0.063918744,16016
Igha,0.732432707,0.378878231,0.287618548,0.843524622,-0.314857359,0.834297072,0.1299568,0.910010734,238447
Ighg1,1.997266978,0.048253255,1.933741321,0.497907415,0.161826309,0.922086131,0.225351966,0.835765681,16017
Ighg2c,0.893308997,0.252321702,1.520259739,0.501258115,-1.336589536,0.245086269,-1.963540278,0.038625725,404711
Ighg3,1.196914307,0.504788574,-0.244392229,0.936940834,-0.307079991,0.922086131,1.134226546,0.54874194,380795
Ighg3,1.196914307,0.504788574,-0.244392229,0.936940834,-0.307079991,0.922086131,1.134226546,0.54874194,380795
Ighm,0.557759602,0.504800528,-0.016093413,0.997159878,-3.109786787,0.030381496,-2.535933772,0.038625725,16019
Ighv10-1,-0.285554539,0.817484226,0.468324379,0.843524622,1.164244155,0.539258372,0.410365237,0.794391306,380808
Ighv10-3,-0.285554539,0.817484226,0.468324379,0.843524622,1.164244155,0.539258372,0.410365237,0.794391306,380809
Ighv1-11,0.024403795,0.989398691,0.668694444,0.873783619,1.308184351,0.751554982,0.663893702,0.852481593,629859
Ighv1-12,1.723910313,0.101322298,0.423218453,0.791523065,-1.551161027,0.268358861,-0.250469166,0.832745124,629860
Ighv1-22,0.89811522,0.518578704,1.170499308,0.701593182,-1.031044794,0.619677664,-1.303428882,0.358553783,780883
Ighv1-34,-1.117470095,0.555822096,0.463355675,0.873783619,-0.470621891,0.891931227,-2.051447662,0.299317589,628614
Ighv1-37,1.768625233,0.275870275,0.024615999,0.997159878,-1.933380355,0.474283826,-0.189371121,0.932452041,668517
Ighv14-1,1.93737443,0.080407045,1.122200925,0.636038213,-1.494006708,0.323901929,-0.678833203,0.516292747,780801
Ighv1-43,-0.237349204,0.803361077,1.18788695,0.636038213,-0.634905311,0.676295401,-2.060141465,0.060696469,629908
Ighv1-47,3.248864197,0.172438482,2.985565239,0.636038213,-0.753063584,0.845649522,-0.489764626,0.863045456,629915
Ighv1-5,2.103628424,0.113055791,0.837080101,0.733939076,-2.274532245,0.230609777,-1.007983922,0.391837766,668469
Ighv1-56,3.329131386,0.191550402,3.593709498,0.625852236,-2.175049946,0.544313452,-2.439628057,0.336249768,382695
Ighv1-62-1,1.727553793,0.154746731,0.204049292,0.904925449,-1.958122486,0.245882674,-0.434617984,0.750543913,668544
Ighv1-62-2,3.100782102,0.069284984,0.879045194,0.74013472,-2.576548327,0.235861321,-0.354811419,0.850358082,238448
Ighv1-66,3.801497695,0.075281402,2.165763562,0.636038213,-2.64043963,0.348054078,-1.004705497,0.615542178,380824
Ighv1-74,1.547475595,0.178196233,0.948943572,0.700598262,-1.385682172,0.452135056,-0.787150149,0.503821033,100775173
Ighv1-76,1.28845788,0.456853758,1.931055927,0.636038213,-3.532770454,0.230609777,-4.175368501,0.038625725,100775174
Ighv1-77,3.100710778,0.129548072,0.463594487,0.873783619,-3.416524595,0.235861321,-0.779408304,0.723186837,619994
Ighv1-78,2.08519988,0.192011959,2.129914892,0.636038213,-0.875828581,0.694602723,-0.920543593,0.592999286,213570
Ighv1-82,0.043071154,0.988205322,0.712117983,0.873783619,1.278890184,0.765989642,0.609843355,0.857851596,100775175
Ighv1-85,4.387298747,0.080407045,1.583923296,0.733939076,-2.787370772,0.452135056,0.016004679,0.997502492,668597
Ighv2-5,4.107618956,0.092169249,1.077557922,0.766611821,-2.328611254,0.512852857,0.70144978,0.793953369,638605
Ighv4-1,1.596144761,0.129548072,0.478900847,0.766611821,0.105038647,0.943267589,1.222282562,0.208149886,780802
Ighv5-12-4,0.761252202,0.619082557,0.237825327,0.933866356,-0.097502826,0.967382967,0.425924049,0.835765681,628098
Ighv5-15,2.088702398,0.222502799,1.926398685,0.636038213,0.960616541,0.682863402,1.122920254,0.524882428,780792
Ighv5-17,1.695373081,0.075454086,0.873706885,0.636038213,-1.644245579,0.230609777,-0.822579383,0.326912404,780794
Ighv5-4,3.920184987,0.031842266,0.273723556,0.904925449,-2.208741893,0.348054078,1.437719538,0.35617214,777688
Ighv5-9-1,1.930535347,0.217459245,-0.011403009,0.997159878,-2.954089801,0.230609777,-1.012151445,0.531029212,641178
Ighv6-3,0.618004255,0.510209567,0.539894396,0.74013472,-1.692251417,0.235861321,-1.614141559,0.101870887,629845
Ighv6-6,1.173398576,0.142919137,-0.105712995,0.93570678,-1.22473798,0.276546731,0.054373591,0.966638845,238427
Ighv7-1,2.806328234,0.012085753,0.178968897,0.893510112,-1.345572584,0.318177293,1.281786753,0.154325228,780799
Ighv9-2,1.300640106,0.398696253,0.659632531,0.799688365,-1.858580704,0.474283826,-1.217573129,0.437230705,629818
Igkv10-94,0.597914026,0.563275837,1.452918131,0.636038213,-1.940108866,0.235861321,-2.795112971,0.038625725,667550
Igkv1-110,0.93194908,0.287742365,0.975129081,0.636038213,-0.964836041,0.512852857,-1.008016041,0.254121085,381777
Igkv1-117,0.93194908,0.287742365,0.975129081,0.636038213,-0.964836041,0.512852857,-1.008016041,0.254121085,16098
Igkv1-132,0.683165354,0.737895939,0.464362812,0.885387344,-1.362133546,0.678554981,-1.143331004,0.62179324,243423
Igkv1-133,1.739508313,0.048253255,1.805864344,0.497907415,-1.166523383,0.312286431,-1.232879414,0.112846855,628027
Igkv12-38,0.740719733,0.760183836,0.909050446,0.843524622,-1.019963822,0.827002077,-1.188294535,0.694902598,620050
Igkv12-41,0.48978888,0.723509618,0.791323772,0.753365273,-0.16240447,0.943267589,-0.463939362,0.793953369,619960
Igkv12-44,2.227819005,0.284175754,1.656829286,0.701593182,-0.536774885,0.876729007,0.034214834,0.997502492,545851
Igkv12-46,1.025028687,0.359862974,1.418792147,0.636038213,-0.188957656,0.922086131,-0.582721116,0.629013276,692245
Igkv16-104,2.171379275,0.080407045,1.131522821,0.654905946,-1.439244563,0.428221871,-0.399388109,0.75970306,381778
Igkv1-88,0.93194908,0.287742365,0.975129081,0.636038213,-0.964836041,0.512852857,-1.008016041,0.254121085,692154
Igkv1-99,0.93194908,0.287742365,0.975129081,0.636038213,-0.964836041,0.512852857,-1.008016041,0.254121085,434028
Igkv19-93,3.214056939,0.111681019,-0.916145024,0.766611821,-3.102330505,0.240922926,1.027871458,0.59649277,692161
Igkv3-7,0.61589531,0.57669955,1.153004971,0.654905946,-1.002487872,0.550487816,-1.539597534,0.187395039,108005
Igkv4-58,0.986709165,0.378878231,1.34725825,0.636038213,-0.664122096,0.680889214,-1.024671181,0.363049551,381831
Igkv4-59,1.269182706,0.379024562,0.212919102,0.933866356,-1.565936819,0.512852857,-0.509673215,0.771035872,667683
Igkv5-39,0.8067396,0.456853758,0.265977951,0.873783619,-3.189123649,0.056790887,-2.648362,0.038625725,620017
Igkv5-43,0.824099435,0.577787422,1.240116878,0.72395581,-1.739855837,0.512852857,-2.15587328,0.181955584,381783
Igkv5-45,-4.18909526,0.134990376,-2.380137578,0.691800382,-1.372862023,0.710448495,-3.181819704,0.223583198,545850
Igkv6-15,2.666784534,0.134990376,0.792228033,0.780999501,-1.85521001,0.506118334,0.019346491,0.997502492,108022
Igkv6-20,3.208127029,0.016004715,2.020069973,0.501258115,-2.517880418,0.176725463,-1.329823361,0.227415555,108024
Igkv6-32,0.41616677,0.742200975,1.140385594,0.701593182,-0.577057247,0.799746202,-1.301276071,0.346042978,434039
Igkv8-16,0.896334201,0.772458798,-1.3473137,0.815552528,0.291753037,0.946347929,2.535400938,0.457812826,640340
Igkv8-19,2.474407302,0.147366011,0.586995776,0.84324025,-1.678998628,0.513152805,0.208412899,0.924196877,232065
Igkv8-27,3.195922848,0.122183752,0.555575657,0.860764712,-1.893110732,0.518685,0.747236459,0.731498748,434041
Igkv8-28,1.436559394,0.240739617,1.456318041,0.636038213,0.202635903,0.922086131,0.182877255,0.910654123,434040
Igkv8-30,8.530437644,0.118480844,0.402155996,0.969196788,-0.834957855,0.922086131,7.293323793,0.147032457,384419
Iglc1,2.121033892,0.069318014,1.439625118,0.625852236,-0.731414849,0.619677664,-0.050006075,0.982852341,110785
Iglc2,1.38423408,0.178196233,-0.605840511,0.74013472,-2.67336455,0.096932659,-0.683289959,0.516292747,110786
Iglc3,2.178576659,0.068418553,-0.753290844,0.733939076,-3.006367373,0.056790887,-0.07449987,0.966638845,110787
Il1rap,0.705977725,0.254720599,-0.631106461,0.654905946,0.075818181,0.939253848,1.412902367,0.044799738,16180
Ilk,-0.729772043,0.424456962,0.549594978,0.74013472,0.547353923,0.680889214,-0.732013098,0.425989818,16202
Impa1,-0.234455637,0.658480496,0.137002492,0.873783619,-0.433961783,0.581644312,-0.805419911,0.161599424,55980
Ipo5,-1.786878716,0.165951807,-0.797660969,0.73959492,0.152290986,0.939253848,-0.836926761,0.516292747,70572
Itga2,0.624758395,0.256462033,-0.27691727,0.766611821,-0.651891516,0.474283826,0.249784148,0.696536111,16398
Itga2b,-0.5987162,0.546429467,0.516643633,0.766611821,0.544251679,0.710448495,-0.571108154,0.608897525,16399
Itga6,0.713090949,0.504800528,-0.124796682,0.941603677,-1.276720035,0.474283826,-0.438832405,0.731498748,16403
Itgb1,-0.488673468,0.435138352,0.112380881,0.904925449,0.820591498,0.428221871,0.219537149,0.771368134,16412
Itgb3,-0.808852314,0.399177396,0.592441471,0.74013472,0.89501734,0.539258372,-0.506276445,0.628397641,16416
Itih1,-0.174411326,0.580793885,-0.072078822,0.88912261,0.125465435,0.834297072,0.023132931,0.969522549,16424
Itih2,-0.279829602,0.420597613,-0.081661875,0.873783619,-0.03094203,0.946347929,-0.229109758,0.53066902,16425
Itih3,1.355109318,0.080407045,0.727399723,0.636038213,-0.181849979,0.876729007,0.445859616,0.533465721,16426
Itih4,-0.261979078,0.614028105,0.135279626,0.873783619,-0.129569561,0.892395681,-0.526828265,0.346042978,16427
Jchain,2.287277939,0.154746731,-0.076318979,0.984700495,-2.160764594,0.348054078,0.202832323,0.921130808,16069
Kel,-1.348914597,0.182392136,-0.78208953,0.701593182,-0.627133814,0.676295401,-1.193958881,0.223583198,23925
Kif2a,-0.68569318,0.546575197,0.995114703,0.700598262,0.951844623,0.572150313,-0.72896326,0.55729487,16563
Klkb1,-0.570141302,0.178196233,-0.300309026,0.733939076,0.261335362,0.676295401,-0.008496914,0.997502492,16621
Kng1,0.338910225,0.73668011,-0.115767822,0.942707354,1.062164949,0.518685,1.516842996,0.16235955,16644
Kng2,0.071488692,0.872686097,-0.121485764,0.873783619,-0.422911131,0.539258372,-0.229936676,0.663966561,385643
Krt1,-1.492103458,0.263822574,-1.302360845,0.654905946,-0.320960618,0.891931227,-0.510703231,0.750543913,16678
Krt10,-0.816709209,0.57424238,-1.032129622,0.735333528,-0.873824948,0.682863402,-0.658404535,0.716271208,16661
Krt5,-0.869732248,0.531955923,-0.995182411,0.733939076,-0.367032366,0.876729007,-0.241582204,0.899019379,110308
Krt6b,-0.869732248,0.531955923,-0.995182411,0.733939076,-0.367032366,0.876729007,-0.241582204,0.899019379,16688
Krt75,-0.869732248,0.531955923,-0.995182411,0.733939076,-0.367032366,0.876729007,-0.241582204,0.899019379,109052
Krt90,-1.375799147,0.307675613,-1.145087215,0.700598262,-0.281975646,0.91506853,-0.512687579,0.750543913,239673
Lap3,0.400417054,0.510941965,-0.239636304,0.833351724,0.048713943,0.95340213,0.6887673,0.264056527,66988
Lbp,0.352298809,0.50936748,-0.022470387,0.992846515,-0.08743306,0.922086131,0.287336136,0.62080855,16803
Lcat,1.055622809,0.192945295,-0.416140863,0.766611821,-0.108263343,0.936684623,1.36350033,0.102480703,16816
Lcp1,1.670009842,0.012471604,0.502779174,0.691800382,-0.813023005,0.3266529,0.354207663,0.533465721,18826
Ldha,-0.861436169,0.087332403,0.082472843,0.904925449,0.297608298,0.676295401,-0.646300714,0.163655404,16828
Lgals3bp,0.811528785,0.19334368,0.012217772,0.997159878,-0.155330422,0.881837802,0.643980591,0.299317589,19039
Lifr,-0.316451858,0.642706821,-1.103302725,0.587536572,1.049115817,0.341368364,1.835966683,0.038625725,16880
Lipc,1.425445002,0.224470666,-0.588805543,0.766611821,-0.655804057,0.683239358,1.358446489,0.244065714,15450
Loxl1,1.24881249,0.055185362,-0.527381627,0.668710814,0.093764743,0.922086131,1.869958861,0.038625725,16949
Lrg1,2.026900232,0.100050993,0.617506216,0.745266601,-0.355993055,0.845649522,1.053400961,0.342516782,76905
Lrp1,0.742686999,0.183333167,-0.153071429,0.870161547,-0.163549861,0.849113941,0.732208567,0.18327982,16971
Lta4h,-0.887157359,0.447566926,0.490794664,0.799688365,-0.382891508,0.845649522,-1.760843531,0.145023315,16993
Ltf,3.099829666,0.007813009,1.14817936,0.587536572,0.039524162,0.967382967,1.991174468,0.038625725,17002
Lum,0.02519861,0.96785525,-0.330056136,0.73959492,0.332948405,0.676295401,0.688203151,0.183301112,17022
Ly6g6f,-1.428947953,0.298687108,-0.336535084,0.873783619,1.166289759,0.552616977,0.07387689,0.980558104,433099
Lyve1,1.203578697,0.049430292,0.136233991,0.873783619,0.239156427,0.765944107,1.306501133,0.038625725,114332
Lyz1,0.936192996,0.112716764,0.29347537,0.74586711,-0.419455567,0.578154906,0.223262059,0.721901226,17110
Man1a1,0.723248916,0.134990376,-0.22352249,0.766611821,-0.242072332,0.70938909,0.704699073,0.13374694,17155
Man2a1,1.551966616,0.012085753,0.046620822,0.961104843,-0.941767521,0.230609777,0.563578273,0.253792824,17158
Man2b1,-0.010348877,0.988205322,-0.190764932,0.873783619,-0.003815787,0.99704776,0.176600267,0.852481593,17159
Man2b2,0.29339661,0.828841118,-0.696626238,0.766611821,-1.287943885,0.539258372,-0.297921037,0.863745356,17160
Mapk14,-0.013729636,0.985911197,0.307466638,0.790827415,0.021335919,0.979758295,-0.299860355,0.703748153,26416
Masp1,-0.009002013,0.985911197,-0.164592712,0.842829494,0.423251044,0.537400825,0.578841743,0.193668901,17174
Masp2,-0.196839554,0.620240097,-0.249110357,0.74013472,0.063863606,0.929238792,0.116134409,0.826080681,17175
Mat1a,-2.442322031,0.129548072,-1.342714195,0.691800382,-0.130122598,0.946347929,-1.229730433,0.398334495,11720
Mbl2,-1.135222527,0.129548072,-0.622205585,0.689560446,1.063602343,0.300942377,0.550585401,0.407920374,17195
Mdh1,-0.732302877,0.101322298,-0.109838317,0.87247331,-0.043845373,0.943267589,-0.666309933,0.107203319,17449
Mgam,-0.878114876,0.208354447,-0.803425817,0.636038213,0.352771564,0.72248091,0.278082505,0.731498748,232714
Mmp2,1.837507823,0.012085753,-0.061230004,0.942707354,-0.112086165,0.915456602,1.786651662,0.038625725,17390
Mmp8,2.977532769,0.012085753,1.219563361,0.636038213,-1.438893299,0.323901929,0.319076109,0.784250762,17394
Mmrn1,1.210767978,0.134990376,-0.382142984,0.766611821,-0.711788594,0.539258372,0.881122368,0.25205185,70945
Mpo,0.828133311,0.577787422,-0.548528199,0.844698222,-1.015153542,0.678554981,0.361507968,0.857851596,17523
Mpp1,-2.601794918,0.013306866,-0.934873591,0.636038213,-0.014540696,0.988650707,-1.681462023,0.071051634,17524
Mst1,0.828041682,0.103684909,-0.271493004,0.74013472,-0.885710267,0.230609777,0.21382442,0.678960277,15235
Mstn,1.958773344,0.07808912,0.568219873,0.74013472,-1.859100958,0.234170803,-0.468547487,0.672733727,17700
Mug1,0.776713865,0.293651446,-0.454774027,0.74013472,0.789147715,0.513152805,2.020635607,0.038625725,17836
Mug2,0.060382484,0.96785525,0.326901986,0.878209937,1.54659639,0.512852857,1.280076888,0.36794642,17837
Mup11,-0.351522262,0.872144988,0.004633566,0.997159878,2.259649965,0.518685,1.903494138,0.393615057,100039028
Mup14,3.817461833,0.118480844,0.941899149,0.799688365,0.867237665,0.82510641,3.742800349,0.101870887,100039116
