gene,logfc_oldko_oldwt,pval_oldko_oldwt,logfc_youngko_youngwt,pval_youngko_youngwt,logfc_youngko_oldko,pval_youngko_oldko,logfc_youngwt_oldwt,pval_youngwt_oldwt,ENTREZID
Mup17,-0.351522262,0.872144988,0.004633566,0.997159878,2.259649965,0.518685,1.903494138,0.393615057,100039206
Mup20,2.976909233,0.336531836,0.342531966,0.942707354,-0.95053944,0.849113941,1.683837826,0.615619893,381530
Mup21,0.417493501,0.695211622,-0.462059911,0.799688365,1.0724031,0.533376495,1.951956512,0.09427396,381531
Mup22,0.592394474,0.577787422,-1.250610684,0.636038213,0.697597936,0.680889214,2.540603094,0.05003375,100861909
Mup6,-0.351522262,0.872144988,0.004633566,0.997159878,2.259649965,0.518685,1.903494138,0.393615057,620807
Myh14,-1.515800554,0.263822574,0.081623058,0.981106434,1.436725558,0.513152805,-0.160698054,0.932452041,71960
Myh9,-1.465416243,0.240739617,0.524318113,0.799688365,1.306296447,0.513152805,-0.683437909,0.612400992,17886
Myl12b,-0.473593202,0.737895939,0.55008162,0.842829494,1.749957986,0.474283826,0.726283163,0.664983123,67938
Myl6,-1.355029595,0.254720599,0.531643542,0.794274695,1.207600708,0.518685,-0.67907243,0.597450734,17904
Myl9,-1.172432155,0.287742365,0.557769285,0.766611821,1.47501971,0.427810636,-0.255181729,0.857851596,98932
Nap1l1,-1.048210785,0.147407114,0.190213127,0.870161547,0.394768683,0.680889214,-0.843655229,0.215544693,53605
Naprt,-0.669763209,0.614028105,0.087318674,0.981106434,-0.502309887,0.834947196,-1.259391771,0.36794642,223646
Ncam1,0.678068694,0.378878231,-0.464415533,0.74013472,0.389933291,0.726745653,1.532417518,0.066128514,17967
Nid1,1.595103173,0.072827599,-0.183869231,0.873783619,-0.449023137,0.680889214,1.329949268,0.099464729,18073
Ig heavy chain V region 914,1.787840146,0.129548072,0.860137459,0.701593182,-0.974834916,0.539258372,-0.047132229,0.986805512,#N/A
Ig heavy chain V region 5-76,1.106425571,0.435138352,2.353088923,0.587536572,-0.52734918,0.834297072,-1.774012532,0.214332899,#N/A
Ig heavy chain V-III region HPC76,1.907036985,0.430702224,-2.390718342,0.654905946,-2.799084114,0.496859477,1.498671213,0.558015801,#N/A
Ig heavy chain V region AC38 205.12,-0.670490596,0.698589964,1.244791326,0.735333528,-0.832030712,0.768496719,-2.747312634,0.147032457,#N/A
Ig kappa chain V-V region MOPC 149,1.106678992,0.523552979,2.895647645,0.587536572,-2.277011724,0.439705232,-4.065980377,0.044799738,#N/A
Ig kappa chain V-IV region S107B,0.986709165,0.378878231,1.34725825,0.636038213,-0.664122096,0.680889214,-1.024671181,0.363049551,#N/A
Ig heavy chain V-III region J606,0.618004255,0.510209567,0.539894396,0.74013472,-1.692251417,0.235861321,-1.614141559,0.101870887,#N/A
Ig heavy chain V region AMPC1,2.945197168,0.129548072,-2.032013489,0.636038213,-3.09037399,0.240922926,1.886836666,0.292260863,#N/A
Ig kappa chain V region Mem5,2.716373602,0.117070912,1.354277431,0.694654669,-2.879099083,0.235861321,-1.517002912,0.328766284,#N/A
Nrp1,0.82157636,0.684898983,-2.420517381,0.636038213,-0.227375395,0.943267589,3.014718346,0.162298197,18186
Nsf,1.520560319,0.069318014,0.388209528,0.753365273,-1.433704748,0.230609777,-0.301353958,0.723186837,18195
Nsfl1c,0.476886175,0.518535235,0.153204188,0.893510112,-0.682497932,0.539258372,-0.358815945,0.669795316,386649
Nt5c3a,-0.242731308,0.760828494,0.113744354,0.936940834,0.271432445,0.848585912,-0.085043217,0.942593966,107569
Nucb1,1.11268141,0.322193763,-0.344589678,0.859164444,-0.998361029,0.541094616,0.458910058,0.731498748,18220
Oaf,1.845121557,0.034741194,0.343837388,0.789988466,-0.22697601,0.849113941,1.274308159,0.101870887,102644
Olfm1,0.680955364,0.420597613,-0.614138712,0.733939076,-0.365160255,0.797471919,0.929933821,0.270827642,56177
Orm1,0.872975184,0.311180137,0.779557014,0.694654669,-0.640174674,0.619677664,-0.546756504,0.54874194,18405
Orm2,3.008054452,0.080407045,1.230118544,0.701593182,-1.62113539,0.513152805,0.156800518,0.940993922,18406
P4hb,0.184693261,0.742200975,0.009112301,0.997159878,0.045409469,0.955976921,0.220990429,0.756406639,18453
Pa2g4,0.331022933,0.784957369,-0.397816667,0.859164444,0.448303815,0.843024697,1.177143415,0.363049551,18813
Pafah1b2,0.354575558,0.753371533,0.462231206,0.842008044,0.364496709,0.849113941,0.25684106,0.863045456,18475
Parvb,-0.704180888,0.540254016,0.958228032,0.701593182,1.337043066,0.50479044,-0.325365854,0.826080681,170736
Pcyox1,0.338546985,0.523236744,-0.345362371,0.73959492,-0.513765414,0.537400825,0.170143942,0.796834827,66881
Pdcd5,-1.03172944,0.561937077,0.7718217,0.799688365,2.62886086,0.348054078,0.825309719,0.702626847,56330
Pdcd6,-0.142021487,0.872144988,0.321761868,0.843524622,1.174627949,0.428221871,0.710844594,0.433256506,18570
Pde5a,-0.846084771,0.371786395,1.155703308,0.636038213,0.854845017,0.539258372,-1.146943062,0.223583198,242202
Pdia3,-0.655657396,0.366793887,0.508620275,0.733939076,0.380510915,0.710448495,-0.783766756,0.276650812,14827
Pdlim1,-0.626581398,0.480027419,0.287586714,0.848531365,0.251502768,0.865544989,-0.662665344,0.467535434,54132
Pfkl,0.105084759,0.935115734,-1.031770638,0.694654669,0.065881102,0.967382967,1.202736499,0.295682318,18641
Pgd,0.311284741,0.394646891,0.445622835,0.636038213,0.045312428,0.939253848,-0.089025666,0.852481593,110208
Pgk1,-0.668235273,0.182392136,-0.113910134,0.873783619,-0.287804103,0.680889214,-0.842129243,0.101870887,18655
Pglyrp2,0.561119364,0.256462033,0.188264191,0.842008044,0.19234056,0.827002077,0.565195732,0.254121085,57757
Pklr,-1.242508021,0.190996646,-0.873282326,0.680746359,-0.605748532,0.676295401,-0.974974228,0.295682318,18770
Pkm,-0.361989025,0.469801134,0.16545798,0.846241099,0.289917477,0.680889214,-0.237529529,0.672733727,18746
Pla2g7,0.878450886,0.129548072,-0.040152485,0.970059986,-0.569445684,0.512852857,0.349157687,0.522257754,27226
Plek,1.258809279,0.149401814,1.349380096,0.587536572,0.988222511,0.474283826,0.897651693,0.270827642,56193
Plg,-0.321456576,0.386314454,0.04359694,0.941603677,0.227075061,0.680889214,-0.137978455,0.753238094,18815
Pltp,-1.204104905,0.084249313,-1.049460801,0.587536572,0.164119958,0.876729007,0.009475854,0.997502492,18830
Plxdc2,0.375090109,0.691418223,-0.850151376,0.694654669,0.323667495,0.845649522,1.548908981,0.127147357,67448
Pm20d1,-0.053126661,0.953963195,-0.425805443,0.766611821,-0.264200527,0.845649522,0.108478254,0.921130808,212933
Pmel,1.517237138,0.312484594,-0.861956534,0.74013472,-0.863100391,0.682863402,1.516093282,0.322149139,20431
Pnp,-0.705998927,0.426226129,-0.793856732,0.694654669,-0.338027023,0.833705808,-0.250169219,0.82046204,18950
Pnp2,-0.860934777,0.36872009,0.115842368,0.940812114,-0.304529247,0.845649522,-1.281306391,0.183301112,667034
Pon1,-1.504428326,0.024678063,-0.544533226,0.654905946,0.419896666,0.60335976,-0.539998434,0.338103311,18979
Postn,0.790378836,0.548021813,-0.870400086,0.73959492,1.168703305,0.550487816,2.829482227,0.060696469,50706
Ppia,-0.810272625,0.118480844,-0.023380336,0.984700495,-0.394600433,0.550487816,-1.181492721,0.038625725,268373
Ppib,-0.881608842,0.236561951,0.529077824,0.733939076,0.29603169,0.8176536,-1.114654977,0.14397726,19035
Ppic,0.568597407,0.251297174,-0.597768596,0.636038213,0.106100606,0.907379982,1.272466608,0.038625725,19038
Prdx1,-1.515474605,0.080407045,-0.693492561,0.694654669,-0.147553748,0.922086131,-0.969535792,0.214332899,18477
Prdx2,-1.754294799,0.118480844,-0.596190959,0.74013472,-0.393977265,0.827002077,-1.552081105,0.137028679,21672
Prdx4,-1.47585285,0.07808912,-0.87266175,0.636038213,-0.163572769,0.901087586,-0.766763869,0.296730295,53381
Prdx5,-0.350122636,0.522581051,-0.164782701,0.865807769,0.171535672,0.849113941,-0.013804262,0.997502492,54683
Prdx6,-0.833409748,0.208354447,-0.39078543,0.74013472,-0.216795246,0.845649522,-0.659419564,0.319840585,11758
Prg4,0.534280286,0.548021813,0.894468258,0.654905946,-0.877153535,0.537400825,-1.237341506,0.18337905,96875
Prkar1a,-1.677599076,0.012085753,0.099149591,0.904925449,1.34743403,0.140091565,-0.429314638,0.433256506,19084
Pros1,0.964013476,0.036396928,-0.050904642,0.936940834,0.009425956,0.982837422,1.024344074,0.038625725,19128
Prps1,-1.92325519,0.129548072,0.14164839,0.94074683,-0.252541453,0.903276082,-2.317445034,0.063918744,19139
Prps1l3,-1.92325519,0.129548072,0.14164839,0.94074683,-0.252541453,0.903276082,-2.317445034,0.063918744,328099
Psma1,-0.035616161,0.944231908,-0.041180245,0.962435979,-0.165889999,0.834297072,-0.160325915,0.771368134,26440
Psma3,-0.021968181,0.96785525,0.114971283,0.878291622,-0.054047858,0.943797636,-0.190987323,0.750543913,19167
Psma4,0.09500554,0.828841118,-0.027331143,0.981106434,-0.372392022,0.564338256,-0.250055339,0.612400992,26441
Psma6,-0.127322463,0.760828494,0.137686991,0.859164444,-0.146557535,0.845649522,-0.411566989,0.363049551,26443
Psmb1,0.524927013,0.490409811,-0.11202288,0.933866356,-0.759743412,0.518685,-0.12279352,0.903957463,19170
Psmb2,-0.210054292,0.695481317,0.139260879,0.873783619,-0.664903146,0.474283826,-1.014218318,0.083965265,26445
Psmb5,-1.157380756,0.191116282,-0.628976964,0.733939076,-0.320254804,0.834297072,-0.848658597,0.330927124,19173
Psmb8,0.987820836,0.129548072,0.185906964,0.859164444,-0.625953004,0.513152805,0.175960869,0.812055786,16913
Psmd2,-1.525364046,0.191550402,-0.088767654,0.970059986,0.214012172,0.922086131,-1.22258422,0.29146224,21762
Psmd8,-1.446304319,0.165951807,-0.380351302,0.842008044,0.250311732,0.881837802,-0.815641285,0.410307256,57296
Psme1,-0.504212257,0.469801134,0.139517898,0.897016004,-0.295356973,0.799746202,-0.939087128,0.181955584,19186
Psme2,-0.291435896,0.577787422,0.101958242,0.904925449,0.165411248,0.851904334,-0.22798289,0.731498748,19188
Ptprg,0.482125084,0.39487242,-0.53447925,0.680746359,-0.203557548,0.834947196,0.813046787,0.163728549,19270
Pygb,-0.471425053,0.720454712,0.735244937,0.762532297,0.90337257,0.676295401,-0.303297419,0.857851596,110078
Pygl,-1.129643745,0.178196233,0.040859754,0.984700495,0.119457811,0.932300553,-1.051045688,0.196182224,110095
Pzp,-0.188499051,0.598270906,-0.13321796,0.843524622,0.012116736,0.979758295,-0.043164355,0.933732459,11287
Qsox1,0.031370839,0.944045571,-0.003144875,0.997159878,-0.031133629,0.95340213,0.003382084,0.997502492,104009
Rab10,-1.211950448,0.07808912,-0.710298775,0.636038213,-0.686652311,0.50479044,-1.188303984,0.069831373,19325
Rab11a,-1.168794483,0.154746731,0.280166119,0.843524622,0.74551946,0.533376495,-0.703441142,0.363049551,53869
Rab27b,-1.193818284,0.222632192,0.559717391,0.74013472,0.852651957,0.541094616,-0.900883717,0.35617214,80718
Rac1,-0.216936116,0.698589964,0.251663717,0.799688365,0.023537719,0.973798852,-0.445062114,0.458897801,19353
Rac2,-0.216936116,0.698589964,0.251663717,0.799688365,0.023537719,0.973798852,-0.445062114,0.458897801,19354
Rack1,-0.486110117,0.587125491,-0.634331631,0.73959492,0.186580652,0.922086131,0.334802165,0.773394755,14694
Ran,-1.273577273,0.256462033,-0.497721184,0.799688365,-0.615162207,0.702488166,-1.391018295,0.21618997,19384
Ranbp1,-0.686969631,0.404679946,-0.376484404,0.790827415,0.935493488,0.50479044,0.625008261,0.458897801,19385
Rap1b,-1.347830839,0.145331556,0.567969885,0.73959492,0.671785415,0.581644312,-1.24401531,0.16235955,215449
Rasa3,-0.367689118,0.742200975,0.520021059,0.799688365,1.152874089,0.533376495,0.265163912,0.857851596,19414
Rbp4,-0.52750849,0.480027419,-0.449065725,0.74013472,-0.04522732,0.967382967,-0.123670086,0.901695825,19662
Rpia,-1.052920849,0.548021813,-1.198731734,0.73959492,-1.206649673,0.676295401,-1.060838788,0.593984033,19895
Rrbp1,-0.426562722,0.683667542,-0.143476219,0.936940834,-0.534496237,0.728798948,-0.81758274,0.457812826,81910
Rsu1,-0.778140497,0.504788574,0.834669276,0.733939076,0.812930673,0.645987761,-0.799879101,0.516292747,20163
Saa4,-0.569286641,0.394103047,-0.403262612,0.74013472,0.313524939,0.755875858,0.14750091,0.857851596,20211
Scp2,-1.30876958,0.165951807,-0.525003077,0.74013472,-0.426732308,0.751554982,-1.210498811,0.183301112,20280
Selenbp1,0.046312745,0.96785525,-1.296297509,0.636038213,-0.960643714,0.539258372,0.38196654,0.756670085,20341
Selenop,0.965173502,0.2297688,0.044902268,0.984285015,-0.490828403,0.680889214,0.429442831,0.617513766,20363
Sell,1.363064612,0.071707553,-0.003977294,0.997159878,-0.325035492,0.726745653,1.042006414,0.119825886,20343
Septin11,-0.910674467,0.343063157,0.600726394,0.74013472,0.969855473,0.518685,-0.541545389,0.606250759,52398
Serpina10,-0.262184785,0.494934573,0.13820013,0.843524622,0.003047142,0.99704776,-0.397337773,0.301199644,217847
Serpina1a,0.289977599,0.577787422,-0.494546392,0.694654669,0.079715075,0.936684623,0.864239066,0.137237219,20700
Serpina1b,-0.463002446,0.384297483,-0.697599389,0.636038213,-0.05448429,0.944729885,0.180112653,0.780942776,20701
Serpina1d,-0.758265483,0.183333167,-0.556301502,0.654905946,0.341664827,0.680889214,0.139700846,0.845245065,20703
Serpina1e,4.734212378,0.061556221,0.145355371,0.97978427,0.09776035,0.970743752,4.686617357,0.05003375,20704
Serpina3c,0.310985753,0.57669955,-0.082681948,0.93570678,0.028535988,0.969405211,0.422203689,0.495501889,16625
Serpina3k,0.632552072,0.492372332,-0.459383415,0.766611821,0.810407433,0.541094616,1.90234292,0.060696469,20714
Serpina3m,-0.197418122,0.704983233,0.079920024,0.933866356,0.21382101,0.827002077,-0.063517136,0.933732459,20717
Serpina3n,0.488873964,0.36872009,0.536572859,0.654905946,0.024392245,0.970743752,-0.02330665,0.986805512,20716
Serpina6,-1.393322656,0.178196233,-0.845413322,0.700598262,0.566352159,0.683239358,0.018442825,0.997502492,12401
Serpina7,0.901481184,0.473196165,0.641191638,0.766611821,-0.64800535,0.716726515,-0.387715804,0.801666384,331535
Serpinb10,-0.054514433,0.960287539,0.760290107,0.701593182,0.33131333,0.834297072,-0.48349121,0.627964213,241197
Serpinb1a,-0.090841139,0.935115734,0.677046678,0.733939076,0.119412473,0.939253848,-0.648475343,0.531029212,66222
Serpinc1,-0.176284405,0.61563072,-0.284963287,0.733939076,0.093468736,0.882199265,0.202147619,0.617513766,11905
Serpind1,-0.069197774,0.872144988,-0.009957065,0.997159878,-0.238974046,0.706298941,-0.298214756,0.522257754,15160
Serpine2,0.127699657,0.872144988,0.548181698,0.733939076,0.161830969,0.915421223,-0.258651072,0.79103865,20720
Serpinf1,0.157350394,0.73668011,-0.240688216,0.766611821,0.289405352,0.680889214,0.687443962,0.167373905,20317
Serpinf2,0.47152149,0.263822574,0.048923412,0.941603677,-0.051497089,0.939253848,0.371100989,0.378992466,18816
Serping1,0.271981129,0.56519305,0.036211643,0.973389241,-0.033941334,0.962839905,0.201828153,0.731498748,12258
Sis,1.55010017,0.170277266,0.209273084,0.904925449,0.17623015,0.922197559,1.517057237,0.171078717,69983
Slc16a1,-8.306662975,0.165951807,-1.758135222,0.859164444,6.519043612,0.50479044,-0.029484141,0.997502492,20501
Slc25a5,-0.860612931,0.522581051,0.255812782,0.904925449,1.10282377,0.572150313,-0.013601944,0.997502492,11740
Slc43a1,-2.776011557,0.012085753,-0.869318134,0.636038213,0.409447255,0.726745653,-1.497246168,0.082497068,72401
Slc4a1,-4.064194738,0.009482352,-0.869332629,0.701593182,0.930997412,0.550487816,-2.263864697,0.060696469,20533
Sod3,0.705956871,0.450095372,-0.929487933,0.654905946,0.084374963,0.946347929,1.719819767,0.082497068,20657
Sparcl1,1.070134701,0.06330912,-0.006379811,0.997159878,0.054743409,0.943267589,1.131257922,0.043722019,13602
Spp2,0.357305128,0.573370986,-0.085863527,0.936940834,0.982567051,0.3266529,1.425735706,0.055077733,75396
Spta1,-0.674331563,0.561937077,-0.807375396,0.738335359,0.033778347,0.980995296,0.16682218,0.920684331,20739
Sptan1,-0.727839951,0.427207363,-0.006197848,0.997159878,0.503332349,0.702488166,-0.218309754,0.85480556,20740
Sptb,-3.344612429,0.009755368,-0.692158996,0.733939076,0.774740366,0.55481285,-1.877713066,0.063918744,20741
Sptbn1,0.016616816,0.985911197,-1.593596141,0.501258115,-0.838414384,0.512852857,0.771798573,0.328766284,20742
Sri,0.014194073,0.972837524,-0.229912962,0.74013472,-0.250760987,0.680889214,-0.006653952,0.997502492,109552
Stip1,-1.703968655,0.07808912,-0.345252084,0.815552528,0.752892961,0.541094616,-0.605823609,0.502380709,20867
Stom,-1.97885034,0.012085753,-0.73158895,0.636038213,0.444936903,0.645987761,-0.802324487,0.214332899,13830
Syk,1.819456696,0.226705253,1.495513899,0.654905946,0.494402895,0.845649522,0.818345692,0.612400992,20963
Sytl4,-0.758845462,0.469875778,0.178536289,0.912023483,0.920804921,0.541982196,-0.01657683,0.997502492,27359
Tagln2,-1.382537775,0.129548072,0.428279317,0.766611821,0.877624948,0.513152805,-0.933192144,0.267971213,21346
Taldo1,0.484415446,0.698744236,-0.776833088,0.74013472,-0.347788843,0.876729007,0.913459692,0.516292747,21351
Tbxas1,-0.522093473,0.726918435,1.174665595,0.733939076,1.431937124,0.539258372,-0.264821944,0.899019379,21391
Tcn2,0.321925209,0.490409811,-0.34593648,0.733939076,-0.050303674,0.943267589,0.617558015,0.187395039,21452
Tcp1,-0.777872629,0.455480012,-0.450447584,0.799688365,-0.066098448,0.967382967,-0.393523493,0.750543913,21454
Tf,-0.09942798,0.758069732,0.176640115,0.766611821,-0.045638247,0.938580671,-0.321706342,0.357186185,14066
Tfrc,0.338829434,0.57646275,-0.524908601,0.701593182,-0.427356356,0.673384809,0.436381678,0.516292747,22042
Tgfbi,1.868789857,0.024678063,-0.015192143,0.997159878,-0.222922302,0.845649522,1.661059698,0.038625725,21810
Tgm2,-1.509408823,0.191603121,-0.151195402,0.936940834,0.210606582,0.922086131,-1.147606839,0.319840585,21817
Thbs1,-1.502620221,0.074127511,0.386793542,0.762532297,0.568926415,0.581644312,-1.320487348,0.083965265,21825
Tjp2,1.476496225,0.034741194,0.423755674,0.733939076,-0.121814431,0.915421223,0.93092612,0.128474329,21873
Tkt,-0.222305545,0.522581051,-0.071051889,0.897016004,-0.174062797,0.732182365,-0.325316454,0.362942746,21881
Tln1,-1.280906873,0.259598475,0.748760225,0.73959492,1.039318042,0.539258372,-0.990349056,0.379821796,21894
Tnc,0.969040786,0.147407114,-0.94575758,0.587536572,-0.531288037,0.550487816,1.383510329,0.05003375,21923
Tnxb,-0.121423145,0.96785525,-0.700084329,0.87247331,-0.585266166,0.894709857,-0.006604982,0.997502492,81877
Tpi1,-0.086861761,0.817793356,-0.057102578,0.933866356,-0.381472383,0.533376495,-0.411231566,0.299317589,21991
Tpm2,-0.430292972,0.570215913,0.24096849,0.859164444,0.5437501,0.645987761,-0.127511362,0.903957463,22004
Tpm3,-1.66657518,0.066938154,0.338748777,0.799688365,1.007381528,0.428221871,-0.997942429,0.193668901,59069
Tpm3-rs7,-1.557200686,0.134990376,0.280484218,0.868174205,1.780743975,0.235861321,-0.056940929,0.977228437,621054
Tpm4,-1.195476914,0.279383396,0.851860316,0.733939076,1.054761154,0.537400825,-0.992576076,0.36794642,326618
Treml1,-1.293394849,0.191550402,0.486394096,0.766611821,0.913422309,0.539258372,-0.866366637,0.36794642,71326
Ttr,-0.150528759,0.947097864,0.732644401,0.843524622,1.837140274,0.539258372,0.953967115,0.689612122,22139
Tuba4a,-0.665127727,0.526237945,0.866607627,0.701593182,0.831130173,0.583697807,-0.700605181,0.533243959,22145
Tuba8,1.718194308,0.238418374,0.518580606,0.843524622,-0.873887096,0.680889214,0.325726605,0.857851596,53857
Tubb1,-1.182617937,0.279383396,0.802574105,0.733939076,0.896738808,0.564338256,-1.088453234,0.326912404,545486
Tubb2a,-0.327201923,0.684898983,0.502666165,0.74013472,0.68356165,0.564338256,-0.146306438,0.895303433,22151
Tubb4b,-0.892789566,0.336531836,0.398828656,0.799688365,0.717715162,0.586778367,-0.57390306,0.55858723,227613
Tubb5,-0.660584541,0.490409811,0.814207777,0.700598262,0.947955173,0.518685,-0.526837145,0.612400992,22154
Uba1,-0.925639419,0.134990376,-0.194470102,0.846241099,0.090499989,0.926866816,-0.640669327,0.270827642,22201
Ube2n,-0.250282595,0.808507498,-0.251888488,0.873783619,-1.214841015,0.50479044,-1.213235122,0.263700031,93765
Ube2o,-0.615345388,0.426226129,-0.121644881,0.926665979,0.443217528,0.682863402,-0.05048298,0.971555295,217342
Umod,0.661981975,0.256462033,-0.792102023,0.636038213,-0.349478071,0.680889214,1.104605927,0.076535624,22242
Usp14,-1.277013769,0.226705253,-0.389187587,0.842829494,0.029129138,0.980995296,-0.858697044,0.407920374,59025
Usp5,-0.553526129,0.930712844,-3.843471692,0.735333528,-3.242980569,0.682863402,0.046964994,0.997502492,22225
Vasn,0.580153415,0.570215913,0.796308717,0.733939076,0.615482339,0.682863402,0.399327038,0.750543913,246154
Vcam1,1.337621995,0.012827409,-0.165593683,0.842829494,-0.710540826,0.296852654,0.792674852,0.089744375,22329
Vcl,-0.723493068,0.302573423,0.280739617,0.822688877,0.33971495,0.745084883,-0.664517734,0.35617214,22330
Vcp,-2.517778577,0.012085753,-0.351659897,0.789988466,0.753763946,0.518685,-1.412354734,0.082497068,269523
Vdac1,-0.889975953,0.388650778,0.633823522,0.74013472,0.437374316,0.799746202,-1.086425158,0.295682318,22333
Vdac3,0.894394776,0.531955923,-0.06504867,0.991655226,-1.030208651,0.645987761,-0.070765205,0.984062104,22335
Vnn1,-1.73903081,0.03357123,-0.752405923,0.636038213,0.443365744,0.676295401,-0.543259143,0.435939751,22361
Vtn,0.62613591,0.192945295,-0.177911061,0.842829494,0.152536427,0.845649522,0.956583398,0.063918744,22370
Vwf,-1.023314576,0.352789368,0.088984057,0.970059986,1.414023459,0.439705232,0.301724826,0.826080681,22371
Xdh,-0.447858685,0.54094838,-0.409756229,0.753365273,-0.2693109,0.834947196,-0.307413355,0.731498748,22436
Yes1,-0.410411382,0.698589964,0.701544539,0.74013472,0.667954045,0.680889214,-0.444001876,0.736069858,22612
Ywhab,1.163764356,0.469875778,0.823243327,0.766611821,-0.585601587,0.834297072,-0.245080558,0.910654123,54401
Ywhae,-0.591676012,0.306416149,0.410561332,0.733939076,0.478327217,0.564338256,-0.523910127,0.36794642,22627
Ywhah,-0.597497888,0.496031115,0.824322023,0.680746359,0.876917975,0.518685,-0.544901937,0.55729487,22629
Ywhaz,-0.753457184,0.372138969,0.651252543,0.733939076,0.559857521,0.676295401,-0.844852206,0.322149139,22631
